0	0.1	
0.1	0.18	
0.2	0.225873	
0.3	0.24773	
0.4	0.253066	
0.5	0.247385	
0.6	0.234696	
0.7	0.217876	
0.8	0.198961	
0.9	0.179358	
1	0.160017	
1.1	0.141547	
1.2	0.124318	
1.3	0.108526	
1.4	0.0942481	
1.5	0.0814795	
1.6	0.0701623	
1.7	0.0602061	
1.8	0.0515022	
1.9	0.0439341	
2	0.0373844	
2.1	0.0317391	
2.2	0.0268908	
2.3	0.0227404	
2.4	0.0191975	
2.5	0.016181	
2.6	0.0136186	
2.7	0.0114465	
2.8	0.00960887	
2.9	0.00805688	
3	0.00674826	
3.1	0.00564648	
3.2	0.00472013	
3.3	0.00394226	
3.4	0.00328984	
3.5	0.00274325	
3.6	0.00228579	
3.7	0.00190329	
3.8	0.00158376	
3.9	0.00131705	
4	0.00109461	
4.1	0.000909238	
4.2	0.000754856	
4.3	0.000626371	
4.4	0.000519508	
4.5	0.000430679	
4.6	0.000356885	
4.7	0.000295612	
4.8	0.000244762	
4.9	0.000202582	
5	0.000167611	
5.1	0.000138629	
5.2	0.00011462	
5.3	9.47393e-05	
5.4	7.8283e-05	
5.5	6.46664e-05	
5.6	5.34033e-05	
5.7	4.409e-05	
5.8	3.63916e-05	
5.9	3.00299e-05	
6	2.47743e-05	
6.1	2.04339e-05	
6.2	1.68502e-05	
6.3	1.3892e-05	
6.4	1.14508e-05	
6.5	9.43671e-06	
6.6	7.7754e-06	
6.7	6.40538e-06	
6.8	5.27582e-06	
6.9	4.34471e-06	
7	3.57733e-06	
7.1	2.94502e-06	
7.2	2.42409e-06	
7.3	1.99501e-06	
7.4	1.64165e-06	
7.5	1.35068e-06	
7.6	1.11113e-06	
7.7	9.13952e-07	
7.8	7.51667e-07	
7.9	6.18122e-07	
8	5.08243e-07	
8.1	4.17848e-07	
8.2	3.43492e-07	
8.3	2.82337e-07	
8.4	2.32045e-07	
8.5	1.90693e-07	
8.6	1.56694e-07	
8.7	1.28745e-07	
8.8	1.05771e-07	
8.9	8.68888e-08	
9	7.13713e-08	
9.1	5.862e-08	
9.2	4.81429e-08	
9.3	3.95352e-08	
9.4	3.2464e-08	
9.5	2.66556e-08	
9.6	2.18847e-08	
9.7	1.79665e-08	
9.8	1.47488e-08	
9.9	1.21065e-08	
10	9.93695e-09	
