0.0000000000	1.0000000000	
0.0100000000	1.0300000000	
0.0200000000	1.0608933494	
0.0300000000	1.0922464810	
0.0400000000	1.1240529358	
0.0500000000	1.1563125745	
0.0600000000	1.1890253509	
0.0700000000	1.2221912217	
0.0800000000	1.2558101446	
0.0900000000	1.2898820784	
0.1000000000	1.3244069832	
0.1100000000	1.3593848200	
0.1200000000	1.3948155508	
0.1300000000	1.4306991387	
0.1400000000	1.4670355477	
0.1500000000	1.5038247425	
0.1600000000	1.5410666890	
0.1700000000	1.5787613536	
0.1800000000	1.6169087038	
0.1900000000	1.6555087076	
0.2000000000	1.6945613341	
0.2100000000	1.7340665527	
0.2200000000	1.7740243339	
0.2300000000	1.8144346485	
0.2400000000	1.8552974683	
0.2500000000	1.8966127655	
0.2600000000	1.9383805130	
0.2700000000	1.9806006842	
0.2800000000	2.0232732532	
0.2900000000	2.0663981946	
0.3000000000	2.1099754835	
0.3100000000	2.1540050955	
0.3200000000	2.1984870067	
0.3300000000	2.2434211939	
0.3400000000	2.2888076341	
0.3500000000	2.3346463048	
0.3600000000	2.3809371841	
0.3700000000	2.4276802503	
0.3800000000	2.4748754824	
0.3900000000	2.5225228596	
0.4000000000	2.5706223615	
0.4100000000	2.6191739682	
0.4200000000	2.6681776600	
0.4300000000	2.7176334178	
0.4400000000	2.7675412227	
0.4500000000	2.8179010561	
0.4600000000	2.8687128998	
0.4700000000	2.9199767359	
0.4800000000	2.9716925469	
0.4900000000	3.0238603156	
0.5000000000	3.0764800249	
0.5100000000	3.1295516582	
0.5200000000	3.1830751991	
0.5300000000	3.2370506316	
0.5400000000	3.2914779397	
0.5500000000	3.3463571079	
0.5600000000	3.4016881210	
0.5700000000	3.4574709638	
0.5800000000	3.5137056215	
0.5900000000	3.5703920795	
0.6000000000	3.6275303235	
0.6100000000	3.6851203394	
0.6200000000	3.7431621133	
0.6300000000	3.8016556315	
0.6400000000	3.8606008805	
0.6500000000	3.9199978471	
0.6600000000	3.9798465182	
0.6700000000	4.0401468809	
0.6800000000	4.1008989226	
0.6900000000	4.1621026308	
0.7000000000	4.2237579932	
0.7100000000	4.2858649976	
0.7200000000	4.3484236322	
0.7300000000	4.4114338852	
0.7400000000	4.4748957450	
0.7500000000	4.5388092001	
0.7600000000	4.6031742392	
0.7700000000	4.6679908513	
0.7800000000	4.7332590255	
0.7900000000	4.7989787508	
0.8000000000	4.8651500167	
0.8100000000	4.9317728125	
0.8200000000	4.9988471281	
0.8300000000	5.0663729531	
0.8400000000	5.1343502774	
0.8500000000	5.2027790911	
0.8600000000	5.2716593844	
0.8700000000	5.3409911475	
0.8800000000	5.4107743709	
0.8900000000	5.4810090452	
0.9000000000	5.5516951609	
0.9100000000	5.6228327090	
0.9200000000	5.6944216803	
0.9300000000	5.7664620659	
0.9400000000	5.8389538569	
0.9500000000	5.9118970445	
0.9600000000	5.9852916201	
0.9700000000	6.0591375751	
0.9800000000	6.1334349012	
0.9900000000	6.2081835900	
1.0000000000	6.2833836333	
