0	50.0000025000	
2.5000000000	56.7528990880	
5.0000000000	64.4180905047	
7.5000000000	73.1188599244	
10.0000000000	82.9951550989	
12.5000000000	94.2058415842	
15.0000000000	106.9312607117	
17.5000000000	121.3761335296	
20.0000000000	137.7728575203	
22.5000000000	156.3852492333	
25.0000000000	177.5127931652	
27.5000000000	201.4954653820	
30.0000000000	228.7192096491	
32.5000000000	259.6221543607	
35.0000000000	294.7016705066	
37.5000000000	334.5223844875	
40.0000000000	379.7252749868	
42.5000000000	431.0380006038	
45.0000000000	489.2866248062	
47.5000000000	555.4089273081	
50.0000000000	630.4695165787	
